Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4641,D,Machine 4 - Turning & Milling,28,0,376,2012-01-22 06:31:00,391,1,6,6,316,5820,17,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4641,D,Machine 5 - Turning & Milling,80,0,390,2012-01-22 06:32:00,392,1,6,6,1,5821,18,33
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0,0,100,2012-01-22 08:40:00,520,1,6,8,128,5949,19,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4932,D,Machine 5 - Turning & Milling,14,0,80,2012-01-22 10:28:00,628,1,6,10,108,6057,20,33
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,80,0,230,2012-01-22 12:50:00,770,1,6,12,142,6199,21,34
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,20,0,80,2012-01-22 14:40:00,880,1,6,14,110,6309,22,34
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,14,0,251,2012-01-22 15:57:00,957,1,6,15,77,6386,23,34
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,67,0,438,2012-01-22 16:46:00,1006,1,6,16,49,6435,24,34
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4167,D,Machine 5 - Turning & Milling,22,0,240,2012-01-22 19:53:00,1193,1,6,19,187,6622,25,34
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,22,0,241,2012-01-22 19:57:00,1197,1,6,19,4,6626,26,34
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,80,0,611,2012-01-23 06:20:00,380,1,0,6,623,7249,27,32
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,33,0,612,2012-01-23 06:22:00,382,1,0,6,2,7251,28,32
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,70,0,76,2012-01-23 11:22:00,682,1,0,11,300,7551,29,34
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0,0,130,2012-01-23 15:30:00,930,1,0,15,248,7799,30,35
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,32,0,549,2012-01-23 16:06:00,966,1,0,16,36,7835,31,35
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,15,0,244,2012-01-23 20:13:00,1213,1,0,20,247,8082,32,35
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,0,0,75,2012-01-24 01:15:00,75,1,1,1,0,8384,33,34
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,0,0,75,2012-01-24 01:15:00,75,1,1,1,0,8384,34,34
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,0,0,75,2012-01-24 01:15:00,75,1,1,1,302,8384,35,34
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,27,0,610,2012-01-24 06:28:00,388,1,1,6,313,8697,36,32
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,17,0,100,2012-01-24 08:40:00,520,1,1,8,132,8829,37,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,10,0,231,2012-01-24 10:51:00,651,1,1,10,131,8960,38,32
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4932,B,Machine 4 - Turning & Milling,0,0,1,2012-01-24 10:52:00,652,1,1,10,1,8961,39,32
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0,0,230,2012-01-24 12:50:00,770,1,1,12,118,9079,40,33
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,21,0,100,2012-01-24 15:00:00,900,1,1,15,130,9209,41,33
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,59,0,20,2012-01-24 15:20:00,920,1,1,15,20,9229,42,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,4,0,93,2012-01-24 15:58:00,958,1,1,15,38,9267,43,34
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,20,0,360,2012-01-24 20:48:00,1248,1,1,20,290,9557,44,34
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,28,0,393,2012-01-25 06:27:00,387,1,2,6,579,10136,45,34
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,45,0,1,2012-01-25 14:50:00,890,1,2,14,503,10639,46,32
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,45,0,26,2012-01-25 15:47:00,947,1,2,15,57,10696,47,32
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,34,0,542,2012-01-25 16:05:00,965,1,2,16,18,10714,48,32
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,16,0,262,2012-01-25 20:22:00,1222,1,2,20,257,10971,49,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,38,0,619,2012-01-26 06:43:00,403,1,3,6,621,11592,50,33
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0,0,170,2012-01-26 12:50:00,770,1,3,12,367,11959,51,33
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0,0,40,2012-01-26 14:00:00,840,1,3,14,70,12029,52,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,34,0,557,2012-01-26 16:01:00,961,1,3,16,121,12150,53,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,3,0,60,2012-01-26 16:38:00,998,1,3,16,0,12187,54,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4167,D,Machine 5 - Turning & Milling,0,0,1,2012-01-26 16:38:00,998,1,3,16,37,12187,55,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4167,D,Machine 5 - Turning & Milling,28,0,425,2012-01-26 23:44:00,1424,1,3,23,426,12613,56,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,0,0,1,2012-01-27 01:45:00,105,1,4,1,121,12734,57,33
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,20,0,276,2012-01-27 06:21:00,381,1,4,6,276,13010,58,33
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,182,0,224,2012-01-27 12:44:00,764,1,4,12,383,13393,59,32
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,182,0,131,2012-01-29 12:54:00,774,1,6,12,2890,16283,60,31
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,85,0,212,2012-01-29 16:52:00,1012,1,6,16,238,16521,61,30
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 5,ID4167,D,Machine 5 - Turning & Milling,8,0,62,2012-01-30 08:35:00,515,1,0,8,943,17464,62,30
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,58,0,66,2012-01-30 09:34:00,574,1,0,9,59,17523,63,30
Cable Head,missing,557,Case18,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,64,0,1,2012-01-30 16:58:00,1018,1,0,16,444,17967,64,32
Cable Head,missing,557,Case18,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,63,0,961,2012-01-30 23:38:00,1418,1,0,23,400,18367,65,31
Cable Head,missing,557,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,2,76,14,2012-01-31 07:14:00,434,1,1,7,456,18823,66,32
Ballnut,missing,400,Case182,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,3,2012-01-09 11:11:00,671,1,0,11,0,0,1,30
Ballnut,missing,400,Case182,deviant,other,ID4528,D,Machine 12 - Grinding,0,0,100,2012-03-06 17:45:00,1065,3,1,17,82474,82474,2,19
Cable Head,missing,17,Case185,regular,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,2,0,75,2012-01-03 01:15:00,75,1,1,1,0,0,1,16
Cable Head,missing,17,Case185,regular,Grinding Rework - Machine 27,ID4528,D,Machine 27 - Grinding,0,0,92,2012-01-04 18:31:00,1111,1,2,18,2476,2476,2,21
Cable Head,missing,17,Case185,regular,Packing,ID4820,D,Packing,5,0,60,2012-01-05 01:00:00,60,1,3,1,0,2865,3,21
Cable Head,missing,17,Case185,regular,Packing,ID4820,D,Packing,0,0,60,2012-01-05 01:00:00,60,1,3,1,389,2865,4,21
Cable Head,missing,17,Case185,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,5,0,43,2012-01-05 10:13:00,613,1,3,10,553,3418,5,20
Cable Head,missing,17,Case185,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,190,2012-01-05 14:40:00,880,1,3,14,267,3685,6,19
Cable Head,missing,17,Case185,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,7,0,134,2012-01-08 11:14:00,674,1,6,11,4114,7799,7,22
Cable Head,Y,17,Case185,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,7,0,57,2012-01-08 13:37:00,817,1,6,13,143,7942,8,21
Cable Head,Y,17,Case185,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,7,0,120,2012-01-26 10:00:00,600,1,3,10,25703,33645,9,33
Cable Head,Y,17,Case185,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,5,78,2012-01-30 12:18:00,738,1,0,12,5898,39543,10,28
Cable Head,Y,17,Case185,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,55,2012-03-25 11:10:00,670,3,6,11,79132,118675,11,19
Cable Head,Y,17,Case185,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,0,0,32,2012-03-25 15:19:00,919,3,6,15,249,118924,12,19
Cable Head,Y,17,Case185,regular,Round Grinding - Machine 2,ID4385,S,Machine 2 - Round Grinding,0,0,162,2012-03-26 07:02:00,422,3,0,7,943,119867,13,14
Cable Head,Y,17,Case185,regular,Round Grinding - Machine 2,ID4355,S,Machine 2 - Round Grinding,1,0,149,2012-03-26 09:33:00,573,3,0,9,151,120018,14,14
Cable Head,Y,17,Case185,regular,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,6,0,115,2012-03-26 11:29:00,689,3,0,11,116,120134,15,13
Cable Head,Y,17,Case185,regular,Round Grinding - Machine 2,ID4355,S,Machine 2 - Round Grinding,1,0,167,2012-03-26 14:16:00,856,3,0,14,167,120301,16,13
Cable Head,Y,17,Case185,regular,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,6,0,118,2012-03-26 16:14:00,974,3,0,16,118,120419,17,12
Cable Head,Y,17,Case185,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,542,2012-03-28 18:02:00,1082,3,2,18,2988,123407,18,10
Cable Head,Y,17,Case185,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,230,2012-03-29 15:50:00,950,3,3,15,1308,124715,19,8
Cable Head,Y,17,Case185,regular,Packing,ID4491,D,Packing,7,0,60,2012-03-30 01:00:00,60,3,4,1,550,125265,20,7
Cable Head,Y,17,Case185,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,7,0,40,2012-03-30 08:40:00,520,3,4,8,460,125725,21,5
Cable Head,missing,200,Case187,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,150,2012-01-02 09:30:00,570,1,0,9,0,0,1,3
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0,0,144,2012-01-10 15:49:00,949,1,1,15,11899,11899,2,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4355,S,Machine 3 - Round Grinding,2,0,140,2012-01-10 20:04:00,1204,1,1,20,255,12154,3,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,33,0,647,2012-01-11 06:52:00,412,1,2,6,648,12802,4,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,25,0,537,2012-01-11 15:54:00,954,1,2,15,542,13344,5,30
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4355,D,Machine 3 - Round Grinding,10,0,245,2012-01-11 19:59:00,1199,1,2,19,245,13589,6,30
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,37,0,644,2012-01-12 06:44:00,404,1,3,6,645,14234,7,30
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,21,0,532,2012-01-12 15:51:00,951,1,3,15,547,14781,8,30
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4872,D,Machine 3 - Round Grinding,23,0,458,2012-01-12 23:42:00,1422,1,3,23,471,15252,9,31
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,7,0,177,2012-01-13 03:18:00,198,1,4,3,216,15468,10,30
Cable Head,missing,200,Case187,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,43,2012-01-15 15:57:00,957,1,6,15,3639,19107,11,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,0,0,228,2012-01-15 16:09:00,969,1,6,16,12,19119,12,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,14,0,440,2012-01-15 23:39:00,1419,1,6,23,450,19569,13,28
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4528,D,Machine 3 - Round Grinding,8,0,344,2012-01-16 05:17:00,317,1,0,5,338,19907,14,28
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,0,0,112,2012-01-16 21:20:00,1280,1,0,21,963,20870,15,31
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,0,0,139,2012-01-16 23:40:00,1420,1,0,23,140,21010,16,31
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,351,2012-01-19 16:02:00,962,1,3,16,3862,24872,17,35
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,347,2012-01-22 16:01:00,961,1,6,16,4319,29191,18,34
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,356,2012-01-23 16:01:00,961,1,0,16,1440,30631,19,35
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,361,2012-01-24 15:52:00,952,1,1,15,1431,32062,20,34
Cable Head,missing,200,Case187,deviant,Packing,ID4820,D,Packing,60,0,60,2012-01-25 01:00:00,60,1,2,1,548,32610,21,34
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,60,0,120,2012-01-25 12:01:00,721,1,2,12,661,33271,22,33
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,5,71,2012-01-27 08:00:00,480,1,4,8,2639,35910,23,33
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,7,0,75,2012-01-29 01:15:00,75,1,6,1,2475,38385,24,33
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,15,2012-01-29 07:05:00,425,1,6,7,350,38735,25,32
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,119,0,9,2012-01-29 07:14:00,434,1,6,7,9,38744,26,32
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,61,2012-01-29 10:36:00,636,1,6,10,202,38946,27,32
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,115,2012-01-29 12:19:00,739,1,6,12,103,39049,28,31
Punch Holder,missing,350,Case188,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,30,2012-01-02 12:50:00,770,1,0,12,0,0,1,6
Punch Holder,missing,350,Case188,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,144,0,105,2012-01-02 14:00:00,840,1,0,14,70,70,2,6
Punch Holder,missing,350,Case188,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,160,2012-01-02 16:00:00,960,1,0,16,120,190,3,8
Punch Holder,missing,350,Case188,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,144,0,60,2012-01-02 17:00:00,1020,1,0,17,60,250,4,9
Punch Holder,missing,350,Case188,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,27,0,4,2012-01-17 11:22:00,682,1,1,11,21262,21512,5,32
Punch Holder,missing,350,Case188,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,27,0,360,2012-01-29 13:00:00,780,1,6,13,17378,38890,6,31
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,S,Machine 3 - Round Grinding,0,0,130,2012-02-01 14:34:00,874,2,2,14,4414,43304,7,32
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,22,0,205,2012-02-01 17:59:00,1079,2,2,17,205,43509,8,32
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,45,0,623,2012-02-02 06:47:00,407,2,3,6,768,44277,9,33
Punch Holder,missing,350,Case188,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,4,2012-02-02 09:23:00,563,2,3,9,156,44433,10,33
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,10,0,175,2012-02-02 09:57:00,597,2,3,9,34,44467,11,33
Punch Holder,missing,350,Case188,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,27,0,2,2012-02-02 10:40:00,640,2,3,10,43,44510,12,34
Punch Holder,missing,350,Case188,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,27,0,1,2012-02-02 13:30:00,810,2,3,13,170,44680,13,34
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,12,0,175,2012-02-02 13:31:00,811,2,3,13,1,44681,14,34
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,0,0,23,2012-02-02 13:55:00,835,2,3,13,24,44705,15,34
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,23,0,297,2012-02-03 00:55:00,55,2,4,0,660,45365,16,35
Punch Holder,missing,350,Case188,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,138,2012-02-03 12:54:00,774,2,4,12,719,46084,17,34
Punch Holder,Y,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,20,0,150,2012-02-05 01:15:00,75,2,6,1,2181,48265,18,34
Punch Holder,Y,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,39,0,413,2012-02-05 06:53:00,413,2,6,6,338,48603,19,33
Punch Holder,Y,350,Case188,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,244,2012-02-05 11:32:00,692,2,6,11,279,48882,20,33
Punch Holder,Y,350,Case188,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,27,0,3,2012-02-05 14:07:00,847,2,6,14,155,49037,21,32
Cable Head,missing,33,Case19,deviant,Turning & Milling - Machine 5,ID4167,S,Machine 5 - Turning & Milling,1,0,311,2012-01-30 16:10:00,970,1,0,16,0,0,1,32
Cable Head,missing,33,Case19,deviant,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0,0,65,2012-01-30 18:05:00,1085,1,0,18,115,115,2,31
Cable Head,missing,33,Case19,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,32,0,650,2012-01-31 06:40:00,400,1,1,6,755,870,3,33
Cable Head,missing,33,Case19,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,33,0,80,2012-01-31 16:10:00,970,1,1,16,570,1440,4,33
Cable Head,missing,33,Case19,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,33,0,52,2012-02-01 09:19:00,559,2,2,9,1029,2469,5,33
Cable Head,missing,33,Case19,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,2012-02-20 01:15:00,75,2,0,1,26876,29345,6,28
Cable Head,missing,33,Case19,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,31,0,38,2012-02-20 15:59:00,959,2,0,15,884,30229,7,29
Cable Head,missing,33,Case19,deviant,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0,0,90,2012-02-21 13:00:00,780,2,1,13,1261,31490,8,25
Cable Head,missing,33,Case19,deviant,Round Grinding - Machine 3,ID4872,D,Machine 3 - Round Grinding,10,0,228,2012-02-21 20:10:00,1210,2,1,20,430,31920,9,27
Cable Head,missing,33,Case19,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,21,0,455,2012-02-22 03:45:00,225,2,2,3,455,32375,10,26
Cable Head,missing,33,Case19,deviant,other,ID4493,D,other,0,0,75,2012-02-22 19:04:00,1144,2,2,19,919,33294,11,28
Cable Head,missing,33,Case19,deviant,Packing,ID4820,D,Packing,25,0,60,2012-02-23 01:00:00,60,2,3,1,0,33650,12,26
Cable Head,Y,33,Case19,deviant,Packing,ID4820,D,Packing,4,0,60,2012-02-23 01:00:00,60,2,3,1,356,33650,13,26
other,missing,16,Case190,regular,Packing,ID4820,D,Packing,7,0,60,2012-01-10 01:00:00,60,1,1,1,0,0,1,31
other,missing,16,Case190,regular,Final Inspection Q.C.,ID4493,D,Quality Check 1,7,0,75,2012-01-10 15:45:00,945,1,1,15,885,885,2,29
other,missing,16,Case190,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0,0,143,2012-01-29 13:42:00,822,1,6,13,27237,28122,3,30
other,missing,16,Case190,regular,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,75,2012-02-13 01:15:00,75,2,0,1,20853,48975,4,35
other,missing,16,Case190,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0,0,112,2012-02-14 11:10:00,670,2,1,11,2035,51010,5,30
Piston,missing,200,Case192,regular,other,other,D,other,0,0,120,2012-01-11 10:00:00,600,1,2,10,0,0,1,31
Piston,missing,200,Case192,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,61,2012-01-11 11:09:00,669,1,2,11,69,69,2,31
Piston,missing,200,Case192,regular,Turning & Milling - Machine 9,ID4132,S,Machine 9 - Turning & Milling,1,0,383,2012-02-07 16:17:00,977,2,1,16,39188,39257,3,34
Piston,missing,200,Case192,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,95,2012-02-08 08:40:00,520,2,2,8,983,40240,4,34
Piston,missing,200,Case192,regular,Turning & Milling - Machine 9,ID4132,S,Machine 9 - Turning & Milling,0,0,84,2012-02-08 08:41:00,521,2,2,8,1,40241,5,34
Piston,Y,200,Case192,regular,Turning & Milling - Machine 9,ID4132,D,Machine 9 - Turning & Milling,7,0,423,2012-02-08 15:46:00,946,2,2,15,425,40666,6,35
Piston,Y,200,Case192,regular,Turning & Milling - Machine 9,ID4641,D,Machine 9 - Turning & Milling,0,0,3,2012-02-08 20:17:00,1217,2,2,20,271,40937,7,35
